DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,COMMENT_NOUS_AVEZ-VOUS_DECOUVERT,MIN,KM
25/11/2017,LUX,4570,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,INTERNET,5,4
25/11/2017,FRA,57860,RONCOURT,FRANCAIS,,,,,INTERNET,51,70
26/11/2017,LUX,3327,CRAUTHEM,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,22,26
26/11/2017,LUX,4625,DIFFERDANGE,FRANCAIS,PORTUGAIS,,,,B.A.O.,5,4
26/11/2017,LUX,1393,LUXEmbourg,FRANCAIS,LITUANIEN,,,,B.A.O.,23,26
26/11/2017,FRA,92000,NANTERRE,FRANCAIS,,,,,B.A.O.,228,360
26/11/2017,FRA,51100,REIMS,FRANCAIS,,,,,TOURISME ,133,197
30/11/2017,LUX,4638,DIFFERDANGE,FRANCAIS,PORTUGAIS,LUXEMBOURGEOIS,,,B.A.O.,5,4
02/12/2017,LUX,6212,CONSDORF,FRANCAIS,ROUMAIN,,,,B.A.O.,41,55
02/12/2017,DEU,66129,PERL,FRANCAIS,ALLEMAND,,,,INTERNET,32,44
02/12/2017,DEU,66129,PERL,FRANCAIS,ALLEMAND,,,,INTERNET,32,44
03/12/2017,LUX,4570,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,PUB,5,4
03/12/2017,LUX,7257,HELMSANGE,FRANCAIS,ROUMAIN,,,,INTERNET,31,41
03/12/2017,FRA,57100,MANOM,FRANCAIS,,,,,AMIS,36,48
03/12/2017,PRT,473072,N/A,FRANCAIS,PORTUGAIS,,,,B.A.O.,,
15/12/2017,FRA,57970,BASSE-HAM,FRANCAIS,,,,,B.A.O.,38,57
16/12/2017,LUX,1749,HOWALD,FRANCAIS,LUXEMBOURGEOIS,POLONAIS,,,FACEBOOK,21,26
16/12/2017,BEL,1348,LUXEMBOURG,FRANCAIS,,,,,FACEBOOK,23,26
17/12/2017,LUX,2762,LUXEMBOURG,FRANCAIS,,,,,TOURISME ,23,26
17/12/2017,LUX,1311,LUXEMBOURG,FRANCAIS,ITALIEN,,,,FACEBOOK,23,26
18/12/2017,LUX,4081,ESCH-SUR-ALZETTE,FRANCAIS,LUXEMBOURGEOIS,,,,PUB,11,10
19/12/2017,LUX,4240,ESCH-SUR-ALZETTE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,11,10
19/12/2017,LUX,1363,HOWALD,FRANCAIS,POLONAIS,,,,INTERNET,21,26
19/12/2017,LUX,6139,JUNGLINSTER,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,31,43
19/12/2017,LUX,2137,Luxembourg,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,23,26
20/12/2017,LUX,4384,EHLERANGE,FRANCAIS,LUXEMBOURGEOIS,,,,MEDIA,9,7
20/12/2017,LUX,1457,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,FACEBOOK,23,26
20/12/2017,LUX,3863,SCHIFFLANGE,FRANCAIS,LUXEMBOURGEOIS,,,,INTERNET,13,13
21/12/2017,LUX,2210,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,INTERNET,23,26
21/12/2017,LUX,1146,LUXEMBOURG,FRANCAIS,,,,,B.A.O.,23,26
21/12/2017,LUX,5776,WEILER LA TOUR,FRANCAIS,,,,,B.A.O.,25,31
22/12/2017,LUX,4734,PETANGE,FRANCAIS,,,,,CURIOSITE,9,6
23/12/2017,LUX,6980,RAMELDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,27,38
24/12/2017,LUX,6990,HOSTERT,FRANCAIS,LUXEMBOURGEOIS,,,,INTERNET,28,38
27/12/2017,LUX,8166,BRIDEL,FRANCAIS,LUXEMBOURGEOIS,,,,ENTREPRISE,23,31
27/12/2017,LUX,7734,COLMAR-BERG,FRANCAIS,ANGLAIS,,,,INTERNET,41,59
27/12/2017,LUX,3541,DUDELANGE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,19,23
27/12/2017,LUX,3445,DUDELANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ENTREPRISE,19,23
27/12/2017,LUX,4154,ESCH-SUR-ALZETTE,FRANCAIS,LUXEMBOURGEOIS,,,,PUB,11,10
27/12/2017,LUX,5800,HESPERANGE,FRANCAIS,LUXEMBOURGEOIS,,,,MEDIA,23,28
27/12/2017,FRA,54590,HUSSIGNY,FRANCAIS,,,,,PRESSE,15,10
27/12/2017,LUX,2518,LUXEMBOURG,FRANCAIS,HONGROIS,,,,INTERNET,23,26
27/12/2017,LUX,3390,PEPPANGE,FRANCAIS,,,,,PRESSE,21,26
27/12/2017,LUX,4483,SOLEUVRE,FRANCAIS,LUXEMBOURGEOIS,,,,CURIOSITE,6,4
28/12/2017,FRA,57680,ARRY,FRANCAIS,LUXEMBOURGEOIS,,,,TOURISME ,63,90
28/12/2017,LUX,6211,CONSDORF,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,41,55
28/12/2017,FRA,60100,CREIL,FRANCAIS,,,,,AMIS,229,337
28/12/2017,LUX,6783,GREVENMACHER,FRANCAIS,LUXEMBOURGEOIS,,,,FACEBOOK,34,53
28/12/2017,LUX,1741,LUXEMBOURG,FRANCAIS,PORTUGAIS,,,,INTERNET,23,26
28/12/2017,LUX,1254,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,FACEBOOK,23,26
28/12/2017,LUX,3811,SCHIFFLANGE,FRANCAIS,LITUANIEN,,,,FACEBOOK,13,13
28/12/2017,LUX,4997,SCHOUWEILER,FRANCAIS,LUXEMBOURGEOIS,,,,INTERNET,15,11
29/12/2017,LUX,6231,BECH-KLEINMACHER,FRANCAIS,ALLEMAND,,,,B.A.O.,31,40
29/12/2017,LUX,8094,BERTRANGE,FRANCAIS,NEERLANDAIS,,,,FACEBOOK,24,20
29/12/2017,BEL,1090,BRUXELLES,FRANCAIS,NEERLANDAIS,,,,INTERNET,124,218
29/12/2017,LUX,4973,DIPPACH,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,16,14
29/12/2017,LUX,3467,DUDELANGE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,19,23
29/12/2017,LUX,8363,GREISCH,FRANCAIS,ALLEMAND,,,,PUB,34,27
29/12/2017,LUX,4887,LAMADELAINE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,13,8
29/12/2017,LUX,2142,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,FACEBOOK,23,26
29/12/2017,LUX,1326,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,INTERNET,23,26
29/12/2017,LUX,1265,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,FACEBOOK,23,26
29/12/2017,LUX,1242,LUXEMBOURG,FRANCAIS,ANGLAIS,ROUMAIN,,,B.A.O.,23,26
29/12/2017,LUX,4475,SOLEUVRE,FRANCAIS,LUXEMBOURGEOIS,,,,INTERNET,6,4
29/12/2017,LUX,7307,STEINSEL,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,30,36
30/12/2017,LUX,8086,BERTRANGE,FRANCAIS,ESPAGNOL,,,,INTERNET,24,20
30/12/2017,LUX,8064,BERTRANGE,FRANCAIS,,,,,B.A.O.,24,20
30/12/2017,FRA,57570,CATTENOM,FRANCAIS,,,,,FACEBOOK,34,40
30/12/2017,LUX,4599,DIFFERDANGE,FRANCAIS,PORTUGAIS,LUXEMBOURGEOIS,,,CURIOSITE,5,4
30/12/2017,LUX,4351,ESCH-SUR-ALZETTE,FRANCAIS,,,,,B.A.O.,11,10
30/12/2017,LUX,8364,HAGEN,FRANCAIS,,,,,B.A.O.,25,19
30/12/2017,LUX,9964,HULDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,MEDIA,77,104
30/12/2017,LUX,8379,KLEINBETTINGEN,FRANCAIS,POLONAIS,,,,PUB,23,17
30/12/2017,FRA,69005,LYON,FRANCAIS,,,,,FACEBOOK,300,528
30/12/2017,FRA,57100,MANOM,FRANCAIS,,,,,INTERNET,36,48
31/10/2017,FRA,78650,BEYNES,FRANCAIS ,,,,,INTERNET,243,385
23/10/2017,ITA,BERGAMO,BERGAMO,ITALIEN,,,,,B.A.O.,,
05/11/2017,BRA,,N/A,ITALIEN,PORTUGAIS,,,,PUB,,
27/12/2017,LUX,2309,LUXEMBOURG,ITALIEN,LUXEMBOURGEOIS,,,,CULTURE,23,26
28/12/2017,LUX,3282,BETTEMBOURG,ITALIEN,FRANCAIS,,,,INTERNET,18,20
28/12/2017,LUX,1309,LUXEMBOURG,ITALIEN,ALLEMAND,,,,INTERNET,23,26
29/12/2017,LUX,8913,N/A,ITALIEN,LUXEMBOURGEOIS,,,,INTERNET,,
28/12/2017,LUX,4818,RODANGE,JAPONAIS,NEERLANDAIS,,,,INTERNET,13,12
13/10/2017,LUX,4527,DIFFERDANGE,LUXEMBOURGEOIS,,,,,,5,4
14/10/2017,LUX,6922,BERG (BETZDORF),LUXEMBOURGEOIS,,,,,,35,50
14/10/2017,LUX,3315,BERGEM,LUXEMBOURGEOIS,,,,,,14,15
14/10/2017,LUX,3315,BERGEM,LUXEMBOURGEOIS,,,,,,14,15
14/10/2017,LUX,4670,DIFFERDANGE,LUXEMBOURGEOIS,,,,,,5,4
14/10/2017,LUX,4046,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,,11,10
15/10/2017,LUX,7788,BISSEN,LUXEMBOURGEOIS,,,,,,38,55
15/10/2017,LUX,7733,COLMAR-BERG,LUXEMBOURGEOIS,,,,,,41,59
15/10/2017,LUX,4123,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,,11,10
15/10/2017,LUX,6116,JUNGLINSTER,LUXEMBOURGEOIS,,,,,,31,43
15/10/2017,LUX,2153,LUxembourg,LUXEMBOURGEOIS,,,,,,23,26
19/10/2017,LUX,4606,DIFFERDANGE,LUXEMBOURGEOIS,,,,,PRESSE,5,4
19/10/2017,LUX,4501,DIFFERDANGE,LUXEMBOURGEOIS,,,,,ECOLE,5,4
21/10/2017,LUX,1541,Luxembourg,LUXEMBOURGEOIS,FRANCAIS,,,,MEDIA,23,26
29/10/2017,LUX,4521,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CURIOSITE,5,4
29/10/2017,LUX,4626,DIFFERDANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,5,4
29/10/2017,LUX,6470,ECHTERNACH,LUXEMBOURGEOIS,,,,,B.A.O.,45,71
29/10/2017,LUX,4383,EHLERANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,9,7
29/10/2017,LUX,8370,HOBSCHEID,LUXEMBOURGEOIS,,,,,B.A.O.,33,24
29/10/2017,LUX,1750,Luxembourg,LUXEMBOURGEOIS,,,,,B.A.O.,23,26
29/10/2017,LUX,8232,MAMER,LUXEMBOURGEOIS,,,,,FACEBOOK,24,19
29/10/2017,LUX,4989,SANEM,LUXEMBOURGEOIS,RUSSE,,,,FACEBOOK,7,6
29/10/2017,LUX,8042,STRASSEN,LUXEMBOURGEOIS,PORTUGAIS,ANGLAIS,,,FACEBOOK,19,26
29/10/2017,LUX,9189,VICHTEN,LUXEMBOURGEOIS,,,,,FACEBOOK,44,61
02/11/2017,LUX,4451,BELVAUX,LUXEMBOURGEOIS,,,,,B.A.O.,8,5
11/11/2017,LUX,4431,BELVAUX,LUXEMBOURGEOIS,,,,,FACEBOOK,8,5
11/11/2017,LUX,4601,DIFFERDANGE,LUXEMBOURGEOIS,BANGLADESH,,,,FACEBOOK,5,4
11/11/2017,LUX,4570,DIFFERDANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,5,4
11/11/2017,LUX,4520,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CURIOSITE,5,4
11/11/2017,LUX,4522,DIFFERDANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,5,4
11/11/2017,LUX,4002,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,B.A.O.,11,10
11/11/2017,LUX,1232,HOWALD,LUXEMBOURGEOIS,,,,,PUB,21,26
11/11/2017,LUX,3670,KAYL,LUXEMBOURGEOIS,,,,,INTERNET,14,17
11/11/2017,LUX,2435,Luxembourg,LUXEMBOURGEOIS,,,,,INTERNET,23,26
11/11/2017,LUX,4418,SOLEUVRE,LUXEMBOURGEOIS,,,,,FACEBOOK,6,4
12/11/2017,LUX,4665,DIFFERDANGE,LUXEMBOURGEOIS,,,,,INTERNET,5,4
12/11/2017,LUX,4570,DIFFERDANGE,LUXEMBOURGEOIS,,,,,INTERNET,5,4
12/11/2017,LUX,4535,DIFFERDANGE,LUXEMBOURGEOIS,,,,,B.A.O.,5,4
12/11/2017,LUX,4514,DIFFERDANGE,LUXEMBOURGEOIS,,,,,B.A.O.,5,4
12/11/2017,LUX,4638,DIFFERDANGE,LUXEMBOURGEOIS,,,,,INTERNET,5,4
12/11/2017,LUX,4032,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,B.A.O.,11,10
12/11/2017,LUX,5828,FENTANGE,LUXEMBOURGEOIS,,,,,INTERNET,23,27
12/11/2017,LUX,5427,GREIVELDANGE,LUXEMBOURGEOIS,,,,,B.A.O.,35,46
12/11/2017,LUX,3643,KAYL,LUXEMBOURGEOIS,,,,,FACEBOOK,14,17
12/11/2017,LUX,2734,Luxembourg,LUXEMBOURGEOIS,,,,,INTERNET,23,26
12/11/2017,LUX,4779,PETANGE,LUXEMBOURGEOIS,,,,,INTERNET,9,6
12/11/2017,LUX,3712,RUMELANGE,LUXEMBOURGEOIS,,,,,B.A.O.,18,40
12/11/2017,LUX,8561,SCHWEBACH,LUXEMBOURGEOIS,,,,,B.A.O.,40,50
12/11/2017,LUX,4418,SOLEUVRE,LUXEMBOURGEOIS,,,,,INTERNET,6,4
12/11/2017,LUX,7680,WALDBILLIG,LUXEMBOURGEOIS,ANGLAIS,,,,FACEBOOK,45,57
12/11/2017,LUX,6590,WEILERBACH,LUXEMBOURGEOIS,,,,,B.A.O.,49,65
14/11/2017,LUX,5687,DALHEIM,LUXEMBOURGEOIS,,,,,B.A.O.,17,16
14/11/2017,LUX,4570,DIFFERDANGE,LUXEMBOURGEOIS,,,,,PRESSE,5,4
17/11/2017,LUX,7424,ESSINGEN,LUXEMBOURGEOIS,,,,,B.A.O.,39,55
18/11/2017,LUX,5405,BECH-KLEINMACHER,LUXEMBOURGEOIS,PORTUGAIS,,,,B.A.O.,31,40
19/11/2017,LUX,5636,MONDORF-LES-BAINS,LUXEMBOURGEOIS,RUSSE,ALLEMAND,,,INTERNET,24,34
25/11/2017,LUX,4482,BELVAUX,LUXEMBOURGEOIS,,,,,B.A.O.,8,5
25/11/2017,LUX,4976,BETTANGE-SUR-MESS,LUXEMBOURGEOIS,,,,,FACEBOOK,17,14
25/11/2017,FRA,68190,Ensisheim,LUXEMBOURGEOIS,,,,,B.A.O.,188,329
25/11/2017,LUX,3680,KAYL,LUXEMBOURGEOIS,,,,,B.A.O.,14,17
25/11/2017,LUX,4986,SANEM,LUXEMBOURGEOIS,,,,,B.A.O.,7,6
26/11/2017,LUX,9253,DIEKIRCH,LUXEMBOURGEOIS,,,,,B.A.O.,42,70
26/11/2017,LUX,4687,DIFFERDANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,B.A.O.,5,4
26/11/2017,LUX,4232,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,B.A.O.,11,10
26/11/2017,LUX,5962,ITZIG,LUXEMBOURGEOIS,,,,,B.A.O.,25,35
26/11/2017,LUX,3353,LEUDELANGE,LUXEMBOURGEOIS,,,,,B.A.O.,16,19
26/11/2017,LUX,8390,NOSPELT,LUXEMBOURGEOIS,,,,,B.A.O.,26,36
30/11/2017,LUX,7732,COLMAR-BERG,LUXEMBOURGEOIS,,,,,B.A.O.,41,59
30/11/2017,LUX,3591,DUDELANGE,LUXEMBOURGEOIS,,,,,B.A.O.,19,23
30/11/2017,LUX,4246,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,B.A.O.,11,10
30/11/2017,LUX,8340,OLM,LUXEMBOURGEOIS,,,,,FACEBOOK,23,34
02/12/2017,LUX,9360,Brandenbourg,LUXEMBOURGEOIS,,,,,B.A.O.,48,71
02/12/2017,LUX,4561,DIFFERDANGE,LUXEMBOURGEOIS,,,,,PUB,5,4
04/12/2017,LUX,4025,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,B.A.O.,11,10
16/12/2017,LUX,5826,FENTANGE,LUXEMBOURGEOIS,,,,,ECOLE,23,27
16/12/2017,LUX,4981,RECKANGE-SUR-MESS,LUXEMBOURGEOIS,,,,,ECOLE,16,12
17/12/2017,LUX,5671,ALTWIES,LUXEMBOURGEOIS,,,,,ECOLE,23,32
17/12/2017,LUX,5867,FENTANGE,LUXEMBOURGEOIS,,,,,INTERNET,23,27
17/12/2017,LUX,8355,GARNICH,LUXEMBOURGEOIS,,,,,ECOLE,21,14
17/12/2017,LUX,7435,HOLLENFELS,LUXEMBOURGEOIS,,,,,INTERNET,36,44
17/12/2017,LUX,1529,LUXEMBOURG,LUXEMBOURGEOIS,,,,,INTERNET,23,26
17/12/2017,LUX,4853,RODANGE,LUXEMBOURGEOIS,,,,,INTERNET,13,12
17/12/2017,LUX,5772,WEILER LA TOUR,LUXEMBOURGEOIS,,,,,FACEBOOK,25,31
18/12/2017,LUX,4955,BASCHARAGE,LUXEMBOURGEOIS,,,,,ECOLE,10,9
18/12/2017,LUX,6189,GONDERANGE,LUXEMBOURGEOIS,,,,,PRESSE,30,41
18/12/2017,LUX,1631,LUXEMBOURG,LUXEMBOURGEOIS,,,,,B.A.O.,23,26
18/12/2017,LUX,3393,ROEDGEN,LUXEMBOURGEOIS,,,,,B.A.O.,17,14
18/12/2017,LUX,4993,SANEM,LUXEMBOURGEOIS,,,,,ECOLE,7,6
19/12/2017,LUX,8379,KLEINBETTINGEN,LUXEMBOURGEOIS,,,,,INTERNET,23,17
19/12/2017,LUX,8079,BERTRANGE,LUXEMBOURGEOIS,ANGLAIS,,,,B.A.O.,24,20
20/12/2017,LUX,4450,BELVAUX,LUXEMBOURGEOIS,PORTUGAIS,,,,CURIOSITE,8,5
20/12/2017,LUX,4518,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CULTURE,5,4
20/12/2017,LUX,4692,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CULTURE,5,4
20/12/2017,LUX,3422,DUDELANGE,LUXEMBOURGEOIS,,,,,MEDIA,19,23
20/12/2017,LUX,3332,FENNANGE,LUXEMBOURGEOIS,FRANCAIS,,,,INTERNET,17,18
20/12/2017,LUX,8361,GOETZINGEN,LUXEMBOURGEOIS,FRANCAIS,,,,INTERNET,24,34
20/12/2017,LUX,3644,KAYL,LUXEMBOURGEOIS,,,,,CURIOSITE,14,17
20/12/2017,LUX,8388,KOERICH,LUXEMBOURGEOIS,,,,,MEDIA,27,21
20/12/2017,LUX,1469,LUXEMBOURG,LUXEMBOURGEOIS,,,,,INTERNET,23,26
21/12/2017,LUX,4951,BASCHARAGE,LUXEMBOURGEOIS,,,,,B.A.O.,10,9
21/12/2017,LUX,4482,BELVAUX,LUXEMBOURGEOIS,,,,,INTERNET,8,5
21/12/2017,LUX,6830,BERBOURG,LUXEMBOURGEOIS,ALLEMAND,,,,INTERNET,41,57
21/12/2017,LUX,4670,DIFFERDANGE,LUXEMBOURGEOIS,,,,,INTERNET,5,4
21/12/2017,LUX,4642,DIFFERDANGE,LUXEMBOURGEOIS,,,,,INTERNET,5,4
21/12/2017,LUX,3462,DUDELANGE,LUXEMBOURGEOIS,,,,,INTERNET,19,23
21/12/2017,LUX,3505,DUDELANGE,LUXEMBOURGEOIS,,,,,INTERNET,19,23
21/12/2017,LUX,3899,FOETZ,LUXEMBOURGEOIS,,,,,B.A.O.,11,12
21/12/2017,LUX,5886,HESPERANGE,LUXEMBOURGEOIS,,,,,INTERNET,23,28
21/12/2017,LUX,6112,JUNGLINSTER,LUXEMBOURGEOIS,,,,,INTERNET,31,43
21/12/2017,LUX,1309,LUXEMBOURG,LUXEMBOURGEOIS,,,,,B.A.O.,23,26
22/12/2017,LUX,7774,BISSEN,LUXEMBOURGEOIS,,,,,B.A.O.,38,55
22/12/2017,LUX,3466,DUDELANGE,LUXEMBOURGEOIS,,,,,INTERNET,19,23
22/12/2017,LUX,3515,DUDELANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,INTERNET,19,23
22/12/2017,LUX,4319,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,INTERNET,11,10
22/12/2017,LUX,8279,HOLZEM,LUXEMBOURGEOIS,,,,,INTERNET,21,16
22/12/2017,LUX,1898,KOCKELSCHEUER,LUXEMBOURGEOIS,,,,,ECOLE,19,24
22/12/2017,LUX,7662,MEDERNACH,LUXEMBOURGEOIS,,,,,INTERNET,45,57
22/12/2017,LUX,7238,WALFERDANGE,LUXEMBOURGEOIS,,,,,INTERNET,28,34
27/12/2017,LUX,5407,BOUS,LUXEMBOURGEOIS,BULGARE,,,,INTERNET,31,40
27/12/2017,LUX,9132,SCHIEREN,LUXEMBOURGEOIS,,,,,FACEBOOK,41,62
28/12/2017,LUX,7421,CRUCHTEN,LUXEMBOURGEOIS,,,,,ECOLE,41,57
28/12/2017,LUX,4592,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CURIOSITE,5,4
28/12/2017,LUX,4522,DIFFERDANGE,LUXEMBOURGEOIS,PORTUGAIS,ITALIEN,,,CURIOSITE,5,4
28/12/2017,LUX,5750,FRISANGE,LUXEMBOURGEOIS,HONGROIS,,,,ECOLE,20,26
28/12/2017,LUX,2425,HOWALD,LUXEMBOURGEOIS,PORTUGAIS,,,,ENTREPRISE,21,26
28/12/2017,LUX,3360,LEUDELANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,ECOLE,16,19
28/12/2017,LUX,5331,MOUTFORT,LUXEMBOURGEOIS,,,,,B.A.O.,26,37
28/12/2017,LUX,3871,SCHIFFLANGE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,13
28/12/2017,LUX,5480,WORMELDANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,ECOLE,37,54
29/12/2017,LUX,3323,BIVANGE,LUXEMBOURGEOIS,FRANCAIS,,,,INTERNET,21,26
29/12/2017,LUX,5682,DALHEIM,LUXEMBOURGEOIS,ANGLAIS,,,,FACEBOOK,17,16
29/12/2017,LUX,3466,DUDELANGE,LUXEMBOURGEOIS,ESPAGNOL,,,,INTERNET,19,23
29/12/2017,LUX,5762,HASSEL,LUXEMBOURGEOIS,ANGLAIS,,,,B.A.O.,27,32
30/12/2017,LUX,4577,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CURIOSITE,5,4
31/12/2017,LUX,5402,ASSEL,LUXEMBOURGEOIS,,,,,INTERNET,32,41
31/12/2017,LUX,4687,DIFFERDANGE,LUXEMBOURGEOIS,,,,,CURIOSITE,5,4
31/12/2017,LUX,2431,LUXEMBOURG,LUXEMBOURGEOIS,,,,,INTERNET,23,26
31/12/2017,LUX,1210,LUXEMBOURG,LUXEMBOURGEOIS,,,,,B.A.O.,23,26
31/12/2017,LUX,4418,SOLEUVRE,LUXEMBOURGEOIS,,,,,INTERNET,6,4
31/12/2017,LUX,4420,SOLEUVRE,LUXEMBOURGEOIS,,,,,B.A.O.,6,4
29/12/2017,LUX,1115,LUXEMBOURG,NEERLANDAIS,ANGLAIS,,,,PUB,23,26
29/12/2017,BEL,7000,N/A,NEERLANDAIS,FRANCAIS,,,,INTERNET,,
15/12/2017,FRA,57390,AUDUN-LE-TICHE,NORVEGIEN,FRANCAIS,,,,CURIOSITE,18,19
05/11/2017,LUX,5953,ITZIG,POLONAIS,ANGLAIS,,,,INTERNET,25,35
15/10/2017,LUX,4123,ESCH-SUR-ALZETTE,PORTUGAIS,PORTUGAIS,,,,,11,10
05/11/2017,LUX,7248,BERELDANGE,RUSSE,ANGLAIS,,,,FACEBOOK,26,33
20/12/2017,LUX,7326,MULLENDORF,SLOVAQUE,ANGLAIS,,,,FACEBOOK,33,36
29/12/2017,LUX,1730,LUXEMBOURG,SLOVAQUE,ANGLAIS,,,,B.A.O.,23,26
23/10/2017,LUX,1541,Luxembourg,ANGLAIS,,,,,B.A.O.,23,26
23/10/2017,LUX,2542,Luxembourg,ANGLAIS,,,,,B.A.O.,23,26
23/10/2017,LUX,2270,Luxembourg,FLAMAND,,,,,B.A.O.,23,26
23/10/2017,LUX,7343,STEINSEL,SUEDOIS,ANGLAIS,,,,B.A.O.,30,36
01/11/2017,LUX,3572,DUDELANGE,LUXEMBOURGEOIS,,,,,,19,23
03/11/2017,LUX,9639,BOULAIDE,LUXEMBOURGEOIS,,,,,B.A.O.,54,59
04/11/2017,BEL,4500,NAMUR,FRANCAIS,FRANCAIS,,,,GOOGLE ,93,152
16/02/2018,LUX,8410,STEINFORT,ALLEMAND,ANGLAIS,,,,SITE,26,22
16/02/2018,LUX,8443,STEINFORT,LUXEMBOURGEOIS,FRANCAIS,,,,FACEBOOK,26,22
16/02/2018,LUX,8011,STRASSEN,FRANCAIS,LUXEMBOURGEOIS,,,,GOOGLE ,19,26
16/02/2018,FRA,59290,WASQUEHAL,FRANCAIS,AUCUNE,,,,B.A.O.,182,304
17/02/2018,DEU,63743,ASCHAFFENBURG,ALLEMAND,ANGLAIS,,,,TOURISME,173,312
17/02/2018,BEL,6717,ATTERT,FRANCAIS,ANGLAIS,,,,FACEBOOK,34,35
17/02/2018,LUX,4480,BELVAUX,LUXEMBOURGEOIS,FRANCAIS,,,,MEDIA ,8,5
17/02/2018,LUX,7233,BERELDANGE,ANGLAIS,,,,,B.A.O.,25,33
17/02/2018,FRA,25440,BESANCON,FRANCAIS,,,,,B.A.O.,217,329
17/02/2018,LUX,4976,BETTANGE-SUR-MESS,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,16,14
17/02/2018,LUX,3279,BETTEMBOURG,FRANCAIS,ANGLAIS,,,,ECOLE,18,20
17/02/2018,LUX,8326,CAPELLEN,LUXEMBOURGEOIS,ALLEMAND,FRANCAIS,,,B.A.O.,22,17
17/02/2018,LUX,4575,DIFFERDANGE,FRANCAIS,ANGLAIS,,,,GOOGLE ,10,3
17/02/2018,LUX,4650,DIFFERDANGE,LUXEMBOURGEOIS,ALLEMAND,FRANCAIS,,,CURIOSITE,10,3
17/02/2018,LUX,3543,DUDELANGE,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,19,23
17/02/2018,LUX,3545,DUDELANGE,MONTENEGRIN,ALLEMAND,LUXEMBOURGEOIS,,,SITE,19,23
17/02/2018,LUX,1749,HOWALD,POLONAIS,ANGLAIS,,,,FACEBOOK,21,26
17/02/2018,LUX,6118,JUNGLINSTER,FRANCAIS,ANGLAIS,,,,B.A.O.,31,43
17/02/2018,LUX,6118,JUNGLINSTER,LUXEMBOURGEOIS,ALLEMAND,,,,INTERNET,31,43
17/02/2018,LUX,3650,KAYL,PERSE,LUXEMBOURGEOIS,,,,CURIOSITE,15,17
17/02/2018,LUX,3353,LEUDELANGE,ANGLAIS,LUXEMBOURGEOIS,,,,FACEBOOK,16,19
17/02/2018,LUX,2210,LUXEMBOURG,ALBANAIS,ANGLAIS,,,,B.A.O.,23,26
17/02/2018,LUX,2323,LUXEMBOURG,BULGARE,FRANCAIS,,,,FACEBOOK,23,26
17/02/2018,LUX,1244,LUXEMBOURG,ESPAGNOL,FRANCAIS,,,,INTERNET,23,26
